question,answer_llm,answer_orig,document
Why does Module 1 homework sometimes use a different dataset even though it is based on the lesson workflow?,"Because the homework is designed to follow the same workflow as the lesson, but with a slightly different task setup. In Module 1, that often means using a different dataset or applying the same idea in a new way, so you practice the method rather than just repeating the lesson exactly.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
What should I include when asking for help in Slack if the homework still does not make sense?,"Include the code or command output as text, not a screenshot, and follow the asking questions guidelines.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Is it enough to read the course platform page for homework, or do I need to open the homework.md file too?","No — it’s best to open the `homework.md` file too.

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For the Module 1 homework, how should I count tokens if I’m using a different LLM provider like Gemini or Mistral?","For Module 1 homework, don’t use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, or other non-OpenAI providers.

Instead:

- **Use the token counts from the model’s response object** if the provider exposes them.
  - For OpenAI-style clients, that might be `response.usage.input_tokens` or `response.usage.prompt_tokens`.
- **If the provider doesn’t expose usage fields**, use that provider’s **native tokenizer** as an approximation.
- For multiple-choice questions, **pick the closest option** if your count is slightly different.

So for Gemini or Mistral: check their own response usage fields first, and if unavailable, use their native tokenizer.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Can I use tiktoken or cl100k_base to estimate token usage for non-OpenAI models in the homework?,"No. For the homework, don’t use `tiktoken` or `cl100k_base` as a generic tokenizer for non-OpenAI models like Gemini, Mistral, Hugging Face, or Groq, because tokenization differs by model.

Use the token count from the provider’s response object if available. If not, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Where do I find the token count in the API response when the client is OpenAI-compatible?,"Look at the response object’s usage fields — for OpenAI-compatible clients, it’s usually something like `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my provider doesn’t give me token usage in the response object?,"If your provider doesn’t expose token usage in the response object, use that provider’s native tokenizer as an approximation.

Do **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for other providers.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the homework multiple-choice token question, how exact does the token count need to be if the provider tokenizer is different?","Use the **token count reported by your provider’s response object**, and for the multiple-choice homework, **choose the closest option** if your count is slightly different.

It does **not** need to be exact if the provider tokenizer differs. The guidance says:

- Use the model response’s usage fields when available.
- If the provider doesn’t expose usage, use its native tokenizer as an approximation.
- For multiple-choice questions, pick the **closest** answer option.

So a small difference from the exact count is fine.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Why does my homework repo link get rejected with a 500 or 404 when I submit it?,"Your homework repo link is likely being rejected because the checker can’t fetch it publicly as-is.

Common fixes:
- Make the repo **public**
- Submit the **plain repo URL**, not one ending in **`.git`**
- Double-check for a **typo** in the URL

The checker sends a GET request and expects an HTTP `200`. A 404 or 500 usually means the link isn’t publicly reachable. A good test is to open the URL in an **incognito/private window** — if it loads there, it should work for the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Do I need to make my GitHub repo public for the checker to access my homework?,"Yes — if your repo is private, the checker likely can’t access it. The repo should be public, and you should submit the plain repo URL, not one ending in `.git`.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
Should I include the .git at the end of the repository URL in the submission form?,"No — submit the plain repository URL without the trailing `.git`, e.g. `https://github.com/you/repo`.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
How can I quickly test if my homework link is reachable from outside my browser session?,"Open the homework URL in a private/incognito browser window. If it loads there, it should be reachable by the checker too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
What are the most common reasons the submission checker says my repo URL is not accessible?,"The most common reasons are:

- **Private repository** — make it public.
- **Wrong URL format** — submit the plain repo URL, **not** one ending in `.git`.
- **Typo in the URL** — double-check the link is exact.

A good quick test is to open the URL in a private/incognito browser window. If it loads there, the checker should be able to access it too.","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"What exactly are embeddings in vector search, and why do they matter?","Embeddings are numerical representations of text or other non-numerical data that preserve meaning and context.

Why they matter in vector search:
- Similar inputs should produce similar vectors.
- That lets us compare items mathematically using distance or similarity measures.
- In practice, this makes semantic search possible: documents with related meanings end up close together in vector space.
- If the vectors are normalized, cosine similarity can be computed efficiently with a dot product or matrix multiplication.

So, embeddings are the bridge that turns meaning into numbers, which is what makes vector search work.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings turn text or other non-numerical data into numbers without losing meaning?,"Embeddings convert text or other non-numerical data into numbers in a way that preserves meaning and context. Similar inputs produce similar numerical vectors, so their closeness in vector space reflects semantic similarity.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why do similar inputs usually end up with similar embedding vectors?,"Similar inputs usually end up with similar embedding vectors because embeddings are designed to preserve meaning and context in numeric form. If two inputs are semantically similar, the embedding algorithm should place their vectors close together in vector space.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does vector proximity help with semantic similarity search?,"Vector proximity helps semantic similarity search because **similar pieces of text are mapped to vectors that end up close to each other in vector space**.

In other words:

- embeddings convert text into numerical vectors while preserving meaning and context
- semantically similar texts produce similar vectors
- search then finds the nearest vectors to the query vector using measures like cosine similarity or dot product

So instead of matching exact words, vector proximity lets the system find text with **similar meaning**.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
What’s the connection between embeddings and things like vector space models or dimensionality reduction?,"Embeddings are closely related to **vector space models** and **dimensionality reduction** because they turn data into points in a numeric vector space where semantic similarity can be measured mathematically.

In the context provided:

- **Embeddings convert non-numerical data into numerical data while preserving meaning and context.**
- Similar inputs should produce **similar vectors**, so nearby vectors represent related concepts.
- This is why they connect to the **vector space model**: both represent items as vectors so you can compare them using operations like dot product or cosine similarity.
- They’re also related to **dimensionality reduction** because the idea is to represent something complex in a more compact numeric form that still keeps the important information.

So, in short: embeddings are a practical modern form of representing meaning in vector space, often as a compact lower-dimensional representation.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How can I get rid of the warning about model ""multi-qa-mpnet-base-dot-v1"" being made on sentence-transformers v3.0.0 beta?","Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

That will suppress the warning about `multi-qa-mpnet-base-dot-v1` being made on the beta version.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I install to suppress the sentence-transformers version warning when using multi-qa-mpnet-base-dot-v1?,"Install `sentence-transformers` version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a fix for the warning that says this model was created with sentence-transformers v3.0.0 beta?,"Yes. Upgrade `sentence-transformers` to version `3.0.0` or higher to suppress that warning:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Which version of sentence-transformers do I need so that the multi-qa-mpnet-base-dot-v1 warning disappears?,"To make that warning disappear, upgrade **`sentence-transformers` to version 3.0.0 or higher**.

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Do I just need to upgrade sentence-transformers to stop the beta-version warning, and if so what command should I use?","Yes — upgrading `sentence-transformers` to version 3.0.0 or higher should suppress that warning.

Use:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why did the lesson just use dot product for similarity, but the homework says to normalize first?","In the lesson, `.dot(...)` works directly because the embeddings were assumed to already be normalized to unit length. For normalized vectors, dot product = cosine similarity.

In the homework, the embeddings you use are not guaranteed to be normalized by default, so you need to normalize them first if you want dot product to equal cosine similarity.

So the short version is:

- **Lesson:** normalized embeddings → dot product is enough
- **Homework:** embeddings may not be normalized → normalize first

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings in the lecture already unit-length, so dot product works like cosine similarity?","Yes — in the lecture, the embeddings were assumed to already be normalized to unit length, so `.dot(...)` is equivalent to cosine similarity there.

For the homework, that assumption only holds if you use the specified `Embedder`, which returns normalized vectors.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF plus SVD in the homework, do I need to normalize vectors before comparing them?","Yes — with **TF-IDF + SVD** in the homework, you should **normalize the vectors before comparing them**.

Why:
- In the lesson, `.dot(...)` worked directly because the embeddings were assumed to be **already normalized**.
- **TF-IDF + SVD vectors are not normalized by default**, so a raw dot product is **not** cosine similarity.

If you want cosine similarity, normalize first, then compare with dot product.

A simple way:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
```

Then apply it to your vectors before computing similarities.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
When is dot product the same as cosine similarity in vector search?,"Dot product is the same as cosine similarity when the vectors are **normalized to unit length**.

In that case, their magnitudes are 1, so:

- **dot product = cosine similarity**

This is why in the lesson `.dot(...)` could be used directly. The embeddings were already normalized.

If the vectors are **not normalized** (like TF-IDF + SVD in the homework), then dot product is **not** cosine similarity unless you normalize them first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why does normalization matter for homework embeddings if it wasn't needed in the example code?,"Normalization matters in the homework because the embeddings used there are **not already unit-length**.

In the lesson, `.dot(...)` worked directly because the model embeddings were assumed to be **normalized**, so:

- dot product = cosine similarity

In the homework, we use **TF-IDF + SVD embeddings**, which are **not normalized by default**. So if you use `.dot(...)` without normalizing, you are not actually computing cosine similarity.

So the short answer is:

- **Lesson:** embeddings already normalized → dot product is fine
- **Homework:** embeddings not normalized → you must normalize first to make dot product behave like cosine similarity","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Should I index just the answer, just the question, or both together for vector search in this assignment?","For this assignment, **try both options and compare** — there isn’t one universally correct choice.

The course suggests testing:

- **Question only**
- **Answer only**
- **Question + answer together** (`question + "" "" + text`)

Then choose whichever gives the best **hit rate / MRR** on your ground-truth set.

If you want the usual default, **question + answer together often performs best**, but it costs a bit more because the input is longer.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"For FAQ retrieval, is it better to embed only the text field, only the question field, or concatenate them?","For FAQ retrieval, it’s best to **experiment** rather than assume one is always best.

The course says there’s **no single right answer**:

- **Text field only** can work well.
- **Question field only** can work well.
- **Concatenating question + text** is **often the best**, but it makes the input longer and slightly more expensive.

So the practical answer is: **try concatenating them first, then compare against your ground-truth set using hit rate or MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"When building embeddings for search, do I need to try question-only, answer-only, and question+answer to see which works best?","Yes — it’s worth trying all three on your dataset.

The course says there’s no single right choice for vector embeddings:

- **answer only**
- **question only**
- **question + answer**

Usually, **question + answer** works best, but it also makes the input longer and slightly more expensive. The best approach is to **evaluate them on a ground-truth set** and choose whichever gives the best **hit rate / MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a default choice for what to embed in vector search, or do I have to test it on my own data?","There’s **no single default choice**. You should **test it on your own data** and pick the option with the best **hit rate / MRR** on your ground-truth set.

The course suggests three common options:

- **Embed the answer (`text`) only**
- **Embed the question only**
- **Embed `question + "" "" + text`** — often the best, but a bit longer and slightly more costly

So the short answer is: **you have to experiment to see what works best for your dataset**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"What’s the best practice for embeddings here: question, answer, or question plus answer, and how do I choose between them?","There’s no single best practice here — it’s something you should **experiment with on your own dataset**.

The course suggests three options:

- **Embed the answer only** (`text`)  
  Works because the model can learn semantic similarity between questions and their answers.

- **Embed the question only**  
  Works because user queries often resemble the indexed questions.

- **Embed `question + "" "" + answer`**  
  Often performs best, but it creates longer inputs and slightly higher cost.

### How to choose
Use a **ground-truth set** and compare the options by retrieval quality, such as:

- **hit rate**
- **MRR**
- precision@k / recall@k

Pick the approach that gives the **best retrieval performance** for your data.

If you want, I can also explain when each option tends to work best in practice.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity actually measure how close two vectors are in text data?,"Cosine similarity measures how close two text vectors are by looking at the **angle between them**, not their raw length.

- If two vectors point in the **same direction**, cosine similarity is **1**.
- If they are **unrelated/orthogonal**, it is **0**.
- If they point in **opposite directions**, it is **-1**.

In text data, documents are turned into vectors using things like **word counts** or **TF-IDF**. Cosine similarity then checks how aligned those vectors are, which reflects how similar the documents are in content.

If the vectors are **normalized to unit length**, cosine similarity is just the **dot product**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity commonly used for comparing documents or embeddings?,"Cosine similarity is commonly used because it measures how aligned two vectors are, regardless of their magnitude. That makes it well-suited for documents or embeddings, where we care more about semantic direction than vector length.

When vectors are normalized to unit length, cosine similarity is just the dot product, which makes it efficient to compute with matrix multiplication.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean when cosine similarity is 1, 0, or -1?","When cosine similarity is:

- **1**: the vectors are identical in direction
- **0**: the vectors are orthogonal, meaning no similarity
- **-1**: the vectors are completely opposite

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Is cosine similarity based on the angle between vectors, and why does that matter?","Yes. Cosine similarity is based on the angle between two vectors: it computes the cosine of that angle.

Why it matters is that it measures how aligned the vectors are, regardless of their magnitude. So two vectors can be considered very similar if they point in the same direction, even if one is much longer than the other. When vectors are normalized to unit length, cosine similarity becomes the same as the dot product, which makes it efficient to compute.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity be used with word counts or TF-IDF vectors, and how does that work?","Yes. Cosine similarity can be used with word count vectors or TF-IDF vectors.

It works by comparing the **angle** between the two vectors, not their raw size. So if two documents have similar word distributions, their vectors point in a similar direction and cosine similarity is high.

In practice:

- Represent each document as a vector of **word counts** or **TF-IDF weights**
- Compute the cosine of the angle between the two vectors
- The result is:
  - **1** if they are identical in direction
  - **0** if they are unrelated/orthogonal
  - **-1** if they point in opposite directions

So yes, cosine similarity is commonly used for text vectors like word counts and TF-IDF.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product once the vectors are normalized?,"Because for normalized vectors, the cosine formula simplifies:

\[
\cos(\theta) = \frac{u \cdot v}{\|u\|\,\|v\|}
\]

If both vectors are normalized to unit length, then:

\[
\|u\| = 1,\quad \|v\| = 1
\]

so:

\[
\cos(\theta) = u \cdot v
\]

So once vectors have length 1, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How come we can use matrix multiplication to compute cosine similarity for all embeddings at once?,"Because if the embeddings are normalized to unit length, cosine similarity becomes just the dot product. Then you can stack all document embeddings into a matrix and multiply that matrix by the query vector in one shot, which computes the similarity for every embedding at once efficiently.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If the query and document vectors are unit length, why do we not need to divide by their norms anymore?","Because for unit-length vectors, each norm is 1.

Cosine similarity is:

\[
\frac{q \cdot d}{\|q\|\|d\|}
\]

If both the query and document vectors are already normalized to unit length, then:

\[
\|q\| = 1,\quad \|d\| = 1
\]

so the denominator becomes:

\[
1 \times 1 = 1
\]

That means cosine similarity reduces to just:

\[
q \cdot d
\]

So there is no need to divide by the norms anymore.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What is the reason cosine similarity is efficient with normalized embeddings in vector search?,"With normalized embeddings, cosine similarity becomes just the dot product. That’s efficient because it can be computed as a matrix multiplication between the embedding matrix and the query vector, without needing extra normalization steps.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
